Item;Ratings
B00000JLKI;1
B00000JLKR;2
B00000JMG9;1
B00000JMXF;5
B00000JMY3;2
B00000JMZ7;1
B00000JN0I;1
B00000JN9M;1
B00000JNAR;1
B00000JNN8;1
B00000JNNE;1
B00000JORB;7
B00000JOSW;1
B00000JOUF;1
B00000JP0T;4
B00000JP55;1
B00000JP8N;6
B00000JPA5;3
B00000JPJV;1
B00000JPNL;2
B00000JPYX;1
B00000JPZ4;5
B00000JQI5;9
B00000JQK4;3
B00000JQK8;6
B00000JQKQ;1
B00000JQLF;2
B00000JQLQ;1
B00000JQYD;8
B00000JQZ6;1
B00000JR06;3
B00000JRY9;1
B00000JWM1;2
B00000JWM5;2
B00000JWPD;1
B00000JWRU;2
B00000JXS7;5
B00000JYG2;4
B00000JYOP;2
B00000JYT7;6
B00000JYTF;5
B00000JYTX;1
B00000JZ72;2
B00000JZAR;3
B00000JZPQ;2
B00000JZRE;1
B00000K0NC;2
B00000K0U5;1
B00000K0W5;3
B00000K1JM;4
B00000K1KL;4
B00000K25G;1
B00000K2A9;1
B00000K2AG;1
B00000K2F0;3
B00000K2N9;1
B00000K2TK;8
B00000K2UQ;2
B00000K2VP;1
B00000K3Q6;11
B00000K4I4;4
B00000K59T;3
B00001IV8X;7
B00001IVNK;4
B00001NTNH;5
B00001O2XK;5
B00001P4OX;2
B00001QEEW;8
B00001QEFT;1
B00001QEHM;12
B00001QEI0;2
B00001QEJI;1
B00001QGMX;3
B00001R3FN;1
B00001R3GB;1
B00001R3KG;1
B00001SVLP;3
B00001SVPY;2
B00001SVQK;3
B00001T6KC;3
B00001U06F;4
B00001W091;1
B00001W0DT;50
B00001W0DU;2
B00001WQIV;2
B00001WRI0;12
B00001X52D;5
B00001X52G;2
B00001XDN8;1
B00001XDO6;1
B00001XDQG;4
B00001XDQM;5
B00001YVCJ;5
B00001YVCP;3
B00001YVCQ;1
B00001ZTBE;2
B00001ZTGV;1
B00001ZTJX;1
B00001ZTL2;1
B00001ZWCB;2
B00001ZWKO;5
B0000206B6;4
B000021XXK;3
B000021YED;4
B000021YF2;1
B000021YF5;1
B000021YFO;1
B000021YKA;9
B000021YLA;1
B000023XG9;2
B000023ZEW;24
B0000240HF;1
B00002410I;2
B00002413R;2
B0000241ST;8
B0000241XW;1
B0000242A3;2
B00002432W;1
B00002434X;1
B00002436C;1
B00002439G;1
B0000243EJ;1
B000024574;2
B000024575;5
B00002457J;2
B00002458F;2
B00002458I;3
B0000245VA;1
B00002470U;2
B0000248OW;1
B000024ALW;2
B000024AXU;3
B000024B4X;1
B000024D1K;1
B000024EYU;2
B000024FMJ;4
B000024GWK;1
B000024HL6;1
B000024HRE;1
B000024I0U;2
B000024I8D;1
B000024JPT;1
B000024JPW;4
B000024K0I;4
B000024KWV;3
B000024LGK;1
B000024ME6;5
B000024MI9;3
B000024N6U;3
B000024PXF;1
B000024QJW;3
B000024R5Z;6
B000024R73;2
B000024RKH;10
B000024RVI;1
B000024SOJ;1
B000024SQM;2
B000024UND;1
B000024VFB;2
B000024W1U;6
B000024WHU;4
B000024WRS;3
B000024WZY;3
B000024YHR;1
B000024YHV;4
B000024Z71;2
B000024ZB1;5
B000024ZDG;4
B000024ZSB;1
B000024ZXF;1
B000024ZXJ;8
B0000250M7;1
B0000251B7;4
B00002521G;6
B000025263;2
B000025264;2
B00002536J;1
B0000253BC;2
B0000253D0;2
B0000253DY;2
B0000253EK;1
B0000255CL;43
B0000255OA;1
B0000255OP;2
B00002569K;1
B0000256ZV;1
B000025721;9
B0000257JB;1
B000025840;1
B0000258JZ;2
B0000259EB;2
B0000259EG;1
B000025AAF;2
B000025AN1;1
B000025AU6;1
B000025AZL;2
B000025CHY;1
B000025D1K;1
B000025EIZ;4
B000025HVG;1
B000025HXI;3
B000025JQT;9
B000025KBO;2
B000025KJE;1
B000025KVZ;2
B000025KW1;1
B000025L5W;2
B000025LLR;1
B000025LMY;1
B000025MLJ;1
B000025P4Q;2
B000025QOY;1
B000025QVC;3
B000025R1K;3
B000025R1M;6
B000025R1P;1
B000025R5C;2
B000025RB8;2
B000025RTU;1
B000025SV3;1
B000025TSF;2
B000025TTQ;3
B000025U5X;7
B000025UK4;1
B000025WM0;1
B000025Y4S;1
B00002603A;1
B000026223;4
B00002623Q;1
B0000263KS;1
B0000263ZG;1
B000026483;1
B000026487;1
B0000264OQ;1
B0000264X0;1
B000026501;3
B00002670C;2
B0000269C2;2
B0000269LA;1
B000026A3I;1
B000026ASS;2
B000026ASW;1
B000026BKV;5
B000026BL0;2
B000026BSF;1
B000026CDO;2
B000026CEU;1
B000026CG2;2
B000026CJM;1
B000026CTV;1
B000026CZ4;7
B000026ES8;5
B000026FNG;1
B000026GCC;2
B000026H00;6
B000026H81;1
B000026I52;2
B000026LNF;1
B000026MBF;1
B000026ND9;3
B000026NDJ;4
B000026NWW;1
B000026VD4;4
B000026YP8;2
B000027341;1
B00002769P;2
B0000277ZF;10
B00002781A;6
B000027APU;1
B000027DKS;2
B000027KGL;1
B000027KQY;1
B000027O49;1
B000027O8V;2
B000027PBA;1
B000027PPW;1
B000027QWL;2
B000027QWS;1
B000027QWV;7
B000027R0C;1
B000027RM6;1
B000027TUJ;1
B000027TZL;1
B000027U0F;2
B000027UCW;2
B000027UH7;4
B000027UIC;1
B000027UPE;2
B000027UPX;1
B000027VYB;1
B000027WIW;1
B00002801B;2
B00002801G;1
B00002812R;1
B00002812S;3
B00002817R;1
B00002817Z;1
B0000281UK;1
B0000282CN;1
B0000282UL;1
B0000282Y2;1
B0000285ZU;1
B0000289V2;1
B000028ALV;1
B000028AMR;3
B000028AMS;2
B000028ANA;2
B000028AW8;1
B000028BSU;1
B000028CJX;8
B000028CTH;1
B000028DQG;1
B000028E8X;2
B0000296LM;1
B0000296RM;1
B0000296S8;1
B0000296T2;2
B0000296T7;1
B0000296TD;1
B0000296TI;2
B0000296WE;1
B00002CEYB;1
B00002CEZL;4
B00002CF18;2
B00002DD35;1
B00002DD9B;2
B00002DDOF;4
B00002DDS2;1
B00002DDSF;6
B00002DDSN;4
B00002DDUC;1
B00002DDVD;3
B00002DETD;9
B00002DF2X;4
B00002DG4Z;3
B00002DGVR;2
B00002EIWR;2
B00002EPNB;1
B00002EPNE;1
B00002EPNJ;1
B00002EQ9L;1
B00002F2IR;1
B00002F2IZ;6
B00002F4N9;3
B00002F5ND;8
B00002F626;3
B00002JX4Y;2
B00002K149;1
B00002MDW7;7
B00002MTUW;1
B00002MXMW;1
B00002MXOH;1
B00002MXOO;1
B00002MXP0;1
B00002MXPD;1
B00002MYWO;2
B00002MZ6C;1
B00002MZ8R;13
B00002MZ8T;3
B00002NDBT;3
B00002R0MZ;5
B00002R0R1;1
B00002R0XO;1
B00002R15J;2
B00002R15K;1
B00002R15W;2
B00002R2TL;5
B00002R318;2
B00002S6HW;1
B00002S6ST;2
B00002S6ZI;3
B00002S72E;1
B00002S7NT;1
B00002S7UU;2
B00002S82Z;1
B00002S8C8;1
B00002S9UC;1
B00002S9UL;3
B00002S9UM;2
B00002S9UP;3
B00002SAJJ;2
B00002SFNB;7
B00002SWI1;1
B00002SWMZ;6
B00002YCBC;1
B00002YCBJ;6
B00002Z780;1
B00002Z783;1
B00002Z78N;1
B00002Z79O;14
B00002Z82W;1
B00002Z83P;1
B00002Z865;1
B00002ZZ55;3
B00002ZZ5G;10
B000030019;6
B000030057;10
B0000300IG;2
B000031VSF;1
B000031W9L;1
B000031WGD;3
B000031WGF;5
B000031WHA;3
B000031WHE;4
B000031WXG;2
B000034CFF;1
B000034CFH;1
B000034CKO;1
B000034CO9;6
B000034CW2;7
B000034D5H;18
B000034D6I;1
B000034DGH;1
B000035QA1;3
B000035QAV;6
B000035QB1;1
B000035X6H;4
B0000365N8;1
B0000365O5;2
B0000365SC;4
B0000365SH;12
B0000365ST;6
B0000365SU;3
B0000365SX;2
B0000365TD;1
B000038I4H;1
B000038I7L;1
B000038IAH;2
B000038ID2;1
B00003A9EU;3
B00003A9GT;6
B00003A9QR;1
B00003CWIX;1
B00003CX36;2
B00003E48L;2
B00003E48O;1
B00003G1GE;3
B00003G1H0;5
B00003GAB8;3
B00003GPCL;1
B00003IE4L;30
B00003IE6W;1
B00003IEFH;1
B00003INIS;2
B00003INIT;3
B00003IQHV;1
B00003IQQ3;2
B00003IR76;3
B00003IR9B;1
B00003JAIC;1
B00003L1XI;4
B00003L1XJ;1
B00003L28J;1
B00003L2WU;2
B00003L46N;1
B00003L48N;5
B00003L48Q;1
B00003L48R;3
B00003L4AX;2
B00003NHBG;1
B00003NIXT;20
B00003O9JS;2
B00003OO0J;2
B00003OOXP;1
B00003OOZH;2
B00003OP1O;1
B00003OP38;1
B00003OP4N;1
B00003OP55;2
B00003OP8O;2
B00003OPAI;1
B00003OPED;12
B00003Q081;5
B00003Q40F;3
B00003Q57F;1
B00003Q5BZ;1
B00003TFKF;5
B00003TFQV;2
B00003TFSH;2
B00003TKL2;1
B00003W0Y0;1
B00003W84I;4
B00003W8AZ;3
B00003WG3R;1
B00003WGJY;1
B00003WGK3;1
B00003WGOK;9
B00003XAKB;1
B00003XAWE;4
B00003XB6K;3
B00003Z9UB;1
B00003Z9UY;5
B00003ZA2C;2
B000040OB9;3
B000040OBD;1
B000040OX0;2
B000040OX8;2
B000042O0N;1
B000042O10;1
B000042O18;1
B000042O1K;2
B000042OID;1
B000042OR9;20
B000044TZW;2
B000044U13;1
B000044U1U;1
B000046Q2K;8
B000046Q2M;2
B000046Q2P;2
B000046Q3R;2
B000046Q3U;3
B000046Q58;8
B000046RZS;1
B000046RZV;1
B000046S05;2
B00004798S;3
B00004BYZI;1
B00004BZ1A;2
B00004C4PN;1
B00004C4QA;5
B00004C4QT;1
B00004C4QX;5
B00004C8U4;1
B00004C8U5;3
B00004D3BC;1
B00004D3BL;6
B00004DTPJ;1
B00004GJXW;1
B00004GJY8;4
B00004GLJT;1
B00004GLLN;3
B00004GOXR;1
B00004GP0R;11
B00004GP51;2
B00004GP52;2
B00004HYLG;5
B00004HYNM;1
B00004HYNS;1
B00004I9TE;2
B00004IC9G;40
B00004KEQK;1
B00004KH28;2
B00004KH72;3
B00004KH85;4
B00004KHDL;2
B00004L8BX;1
B00004L8IB;3
B00004LMOZ;1
B00004LMP9;1
B00004LMPO;1
B00004LMPR;2
B00004LN2B;3
B00004NHPB;2
B00004NHPL;1
B00004NHPM;1
B00004NK2B;3
B00004NKAE;4
B00004NKB0;3
B00004NRZA;1
B00004OCEU;2
B00004OCP4;1
B00004OCP7;2
B00004OCP9;2
B00004OCPA;29
B00004OCSU;1
B00004OCSW;2
B00004OCUX;1
B00004R636;1
B00004R63F;1
B00004R64U;2
B00004R7F9;6
B00004R7KC;2
B00004R7MR;1
B00004R87X;4
B00004R8J8;1
B00004R96M;1
B00004RBW5;2
B00004RCTC;1
B00004RD47;1
B00004RDQY;1
B00004RDVO;1
B00004RFYI;11
B00004RGDH;4
B00004RGDN;2
B00004RGDO;4
B00004RGNC;1
B00004RI6W;2
B00004RIFJ;1
B00004RIFM;1
B00004RIFO;1
B00004RIN3;2
B00004RINT;8
B00004RITE;1
B00004RJ3Y;1
B00004RJIX;2
B00004RJMM;1
B00004RJN0;3
B00004RKMU;1
B00004S37A;4
B00004S57Q;2
B00004S6JN;1
B00004S7RM;1
B00004S7RN;1
B00004S7SS;2
B00004S7ZT;6
B00004S884;1
B00004S8B1;5
B00004S8NR;2
B00004S90X;1
B00004S95J;4
B00004SA5Y;1
B00004SAJT;1
B00004SAQZ;2
B00004SAYC;1
B00004SB02;1
B00004SBWQ;2
B00004SBX3;3
B00004SC5X;3
B00004SC5Z;3
B00004SCLF;2
B00004SDEG;2
B00004SDJJ;1
B00004SF5W;1
B00004SH57;4
B00004SQZ7;1
B00004SR1E;2
B00004SR1G;1
B00004SR37;1
B00004SSEI;10
B00004SSHK;2
B00004SSHZ;1
B00004SSO7;1
B00004SSVA;1
B00004STOI;2
B00004STPX;1
B00004STYB;1
B00004SU5I;1
B00004SU8Z;1
B00004SUD2;2
B00004SUD9;1
B00004SUHA;2
B00004SV5I;5
B00004SWEU;3
B00004SWGU;2
B00004SWMC;1
B00004SYFQ;11
B00004SYHE;2
B00004SYLM;2
B00004SYXW;1
B00004SZE0;1
B00004SZTH;1
B00004SZVF;1
B00004T00M;1
B00004T0M3;1
B00004T0MR;1
B00004T0VZ;6
B00004T1EG;4
B00004T1JB;3
B00004T1ZB;1
B00004T1ZT;1
B00004T290;1
B00004T2FW;5
B00004T2S2;1
B00004T44N;2
B00004T6KO;1
B00004T6UW;6
B00004T8HD;4
B00004T8J8;1
B00004TA7C;7
B00004TAGN;2
B00004TASX;2
B00004TAT0;2
B00004TBW8;2
B00004TC4A;2
B00004TCFI;5
B00004TCGU;3
B00004TCYN;2
B00004TD4X;2
B00004TD9S;1
B00004TDHI;1
B00004TDOP;3
B00004TE0Z;4
B00004TEUP;3
B00004TF2T;1
B00004TFPE;3
B00004TGKI;6
B00004TH5M;6
B00004TH5O;1
B00004THCJ;3
B00004TIJK;1
B00004TJNT;2
B00004TJUY;1
B00004TJXI;2
B00004TJY0;1
B00004TKLU;3
B00004TL2O;4
B00004TLOY;2
B00004TLYG;2
B00004TM0V;5
B00004TQOT;5
B00004TQPB;2
B00004TQSK;6
B00004TQTD;1
B00004TQTJ;4
B00004TQY7;1
B00004TRUU;2
B00004TS9Y;1
B00004TSBC;4
B00004TSGT;1
B00004TT36;8
B00004TT3F;45
B00004TT3S;7
B00004TT45;7
B00004TTJL;2
B00004TTOQ;3
B00004TTOT;2
B00004TUI2;1
B00004TV7L;1
B00004TV83;3
B00004TVA0;3
B00004TVSF;44
B00004TVZB;1
B00004TWJ2;2
B00004TXTG;2
B00004TXTV;1
B00004TXUN;2
B00004TXVX;2
B00004TZSF;2
B00004TZZC;2
B00004U1BX;1
B00004U1CD;2
B00004U1CE;3
B00004U1EP;1
B00004U2KE;1
B00004U2KI;5
B00004U2KR;2
B00004U2KT;1
B00004U2KV;1
B00004U2KX;3
B00004U2KY;2
B00004U2QC;5
B00004U474;1
B00004U4SP;2
B00004U57F;1
B00004U66S;8
B00004U66X;1
B00004U69Z;6
B00004U8LC;10
B00004U94D;1
B00004U9TG;2
B00004UAWL;1
B00004UAZM;1
B00004UB1X;2
B00004UBB4;1
B00004UDDA;2
B00004UDDX;1
B00004UE29;156
B00004UE2D;48
B00004UENU;3
B00004UEOB;2
B00004UEP9;2
B00004UESW;1
B00004UFFY;1
B00004UFRO;55
B00004UFTY;4
B00004UGFF;1
B00004UIDE;2
B00004UJ9S;1
B00004UJIT;1
B00004UPN2;2
B00004UPVL;2
B00004USDB;1
B00004UT2A;1
B00004UW9B;4
B00004UXC0;1
B00004UXG2;1
B00004VBMP;1
B00004VCP3;1
B00004VCQ3;1
B00004VCQ8;3
B00004VDBX;1
B00004VEPQ;2
B00004VEQ3;2
B00004VGL2;1
B00004VKZH;1
B00004VMA3;1
B00004VSZT;1
B00004VUKZ;1
B00004VVZ5;4
B00004VW0E;1
B00004VW0H;1
B00004VWD4;1
B00004VWID;14
B00004VWIF;2
B00004VXCT;5
B00004VXDN;4
B00004W0YJ;2
B00004W18E;5
B00004W1P0;2
B00004W1SQ;1
B00004W1YS;1
B00004W3J9;1
B00004W3L0;1
B00004W3TL;3
B00004W52P;1
B00004W9CJ;3
B00004W9CK;2
B00004W9CP;1
B00004W9L3;1
B00004W9TI;2
B00004WEU9;2
B00004WF3Z;6
B00004WF4D;3
B00004WF85;1
B00004WF8R;1
B00004WFBG;21
B00004WFCA;1
B00004WFGO;2
B00004WFGS;1
B00004WFHG;1
B00004WFKP;1
B00004WGE6;7
B00004WGMB;4
B00004WH9X;10
B00004WHC0;12
B00004WHD3;7
B00004WJ18;1
B00004WJDK;2
B00004WJMJ;1
B00004WJNF;2
B00004WJNI;3
B00004WJVT;3
B00004WJYR;2
B00004WJZO;1
B00004WK0C;1
B00004WKIU;3
B00004WL0Y;15
B00004WLR1;1
B00004WZK7;1
B00004X0H3;1
B00004X0H9;5
B00004X0N2;1
B00004X0NJ;1
B00004X0RL;3
B00004X0SQ;1
B00004X111;12
B00004XNES;1
B00004XPK7;2
B00004XPKG;7
B00004XQ83;747
B00004XQGF;1
B00004XR7D;1
B00004XSIP;1
B00004XSNA;2
B00004XSOP;2
B00004XT15;2
B00004Y2BZ;2
B00004Y2D2;1
B00004Y2GT;2
B00004Y2UB;1
B00004Y2UO;1
B00004Y2UT;17
B00004Y2V1;16
B00004Y2V2;29
B00004Y2WW;1
B00004Y2YI;1
B00004Y6LY;3
B00004YA81;3
B00004YAFE;7
B00004YAGA;7
B00004YAHD;3
B00004YAHE;8
B00004YAHF;8
B00004YK00;4
B00004YK01;5
B00004YL6P;1
B00004YL8Y;1
B00004YLCL;4
B00004YLD7;1
B00004YLF7;5
B00004YMKO;4
B00004YNDA;1
B00004YRYZ;4
B00004YSAL;1
B00004YT14;5
B00004YU1E;2
B00004YU4P;2
B00004YU9J;3
B00004YYN4;1
B00004YYPZ;3
B00004YYQ0;3
B00004YYRV;2
B00004YZ2B;2
B00004YZKX;2
B00004YZWD;3
B00004Z0BJ;1
B00004Z0BK;4
B00004Z0EX;1
B00004Z1A6;2
B00004Z1B7;1
B00004Z1XE;1
B00004Z32J;3
B00004Z33X;2
B00004Z3J9;8
B00004Z3QG;2
B00004Z3RL;1
B00004Z3RV;3
B00004Z3VN;1
B00004Z3ZL;1
B00004Z3ZQ;2
B00004Z44V;1
B00004Z4L4;1
B00004Z55T;1
B00004Z5MO;1
B00004Z9HX;2
B00004Z9WA;3
B00004ZA08;1
B00004ZA6B;1
B00004ZB0I;1
B00004ZBLB;3
B00004ZDDI;3
B00004ZDLC;1
B00004ZDLJ;4
B00004ZDVK;3
B00004ZEI6;2
B0000501LY;5
B000050432;1
B000050437;3
B00005043G;3
B0000505DO;3
B0000505DR;4
B0000505DU;1
B00005073G;2
B00005077P;1
B000050809;1
B00005089E;1
B0000508BN;1
B0000508RX;3
B00005090V;1
B0000509HH;2
B000050F4C;2
B000050FD0;4
B000050G1X;1
B000050GE5;1
B000050GHQ;3
B000050GJU;3
B000050GJX;4
B000050GK4;2
B000050HP2;4
B000050HYW;2
B000050I09;1
B000050I0K;1
B000050IG5;4
B000050K0L;5
B000050O2Q;1
B000050OG9;1
B000050OWX;1
B000050PFW;1
B000050S9U;1
B000050SL7;1
B000050WO8;6
B000050XAI;3
B000050YT1;3
B0000511H4;4
B0000516SP;8
B0000516SS;6
B0000516T0;2
B0000516VF;2
B000051723;6
B000051729;4
B000051NU0;1
B000051TOJ;2
B000051VHN;1
B000051VHO;2
B000051VHR;2
B000051VZ7;1
B000051W6N;1
B000051XP3;1
B000051XV7;2
B000051Y4R;1
B000051Y68;1
B000051Y7F;1
B000051YD5;4
B000051YDF;9
B000051ZLZ;1
B000052054;1
B0000520C2;2
B0000520YI;4
B0000520ZX;1
B00005228K;4
B0000524BP;3
B000053HJZ;3
B000053VJT;3
B000053VKA;1
B000053W49;5
B000053W4D;4
B0000542H0;2
B0000542H5;1
B0000542H7;1
B0000542I6;1
B0000549B4;1
B0000549ZT;1
B000054A7V;3
B000054BF5;1
B000054OXO;1
B000054OZ0;6
B000054OZ1;3
B000055SZR;1
B000055WEZ;2
B000055Y1N;8
B000055Y9K;1
B0000560QZ;2
B0000560VR;3
B0000560XN;1
B0000561HE;2
B0000565XC;1
B0000565Y0;1
B000056B4X;1
B000056B5X;3
B000056BBY;3
B000056BLQ;14
B000056ER9;3
B000056FF3;1
B000056H65;3
B000056HOE;2
B000056HOG;1
B000056IMA;12
B000056K2Z;4
B000056K45;2
B000056K8J;1
B000056KNI;1
B000056KNO;1
B000056KUR;11
B000056N2U;3
B000056NUU;2
B000056OBA;14
B000056OZ1;2
B000056OZG;6
B000056PGD;2
B000056PQW;1
B000056PQX;2
B000056PR1;1
B000056QG5;2
B000056QG7;2
B000056SSZ;1
B000056T90;1
B000056TKG;2
B000056UWM;1
B000056UYQ;1
B000056V15;2
B000056V4S;1
B000056VLA;4
B000056WWD;1
B000056WWI;1
B000057HAP;3
B000057S81;2
B00005853R;5
B0000589CR;1
B0000589F9;1
B0000589IA;1
B0000589LO;5
B0000589MP;4
B000058A9S;1
B000058A9T;1
B000058AB8;6
B000058CF2;3
B000058CF4;4
B000058DFV;3
B000058DFW;11
B000058T8J;8
B000058T8Z;2
B000058TAH;1
B000058THW;1
B000058UT0;2
B000058UUZ;3
B000059GRI;6
B000059LCE;2
B000059LWS;2
B000059LXQ;4
B000059M14;4
B000059MDX;1
B000059N1X;2
B000059O38;2
B000059O3D;2
B000059O3I;1
B000059O6J;1
B000059O6M;5
B000059OO8;2
B000059OP0;5
B000059PBH;2
B000059PDM;2
B000059PDQ;2
B000059PDV;2
B000059PEG;3
B000059PVA;1
B000059QIH;3
B000059SZ4;1
B000059T2J;1
B000059T7D;1
B000059T7E;1
B000059TAJ;2
B000059WR7;1
B000059ZIA;1
B00005A0AW;2
B00005A0C5;5
B00005A0F8;1
B00005A0F9;1
B00005A0J1;1
B00005A0OS;1
B00005A1F7;1
B00005A41B;4
B00005A4CD;7
B00005A7JV;4
B00005A7JZ;1
B00005A7K2;1
B00005A7K9;1
B00005A7L3;3
B00005A7VJ;2
B00005A87S;2
B00005A8BV;2
B00005A8CC;2
B00005A8DO;2
B00005A8EV;2
B00005A8FF;1
B00005AAKR;2
B00005AB92;1
B00005ABMV;1
B00005ABYJ;1
B00005AG3G;3
B00005AKKK;2
B00005AKKM;1
B00005AKY2;1
B00005ALIA;5
B00005AQ2T;4
B00005AQFJ;1
B00005AQFR;1
B00005ATEA;1
B00005AU6A;3
B00005AU7R;2
B00005AU8H;2
B00005AUMK;1
B00005AUXV;1
B00005AV1K;1
B00005AVEW;2
B00005AVNF;6
B00005AWJV;2
B00005AWLT;1
B00005AWLX;1
B00005AX3F;1
B00005AX5X;7
B00005AYD1;5
B00005AYEM;1
B00005B0D6;1
B00005B0E2;2
B00005B0E9;1
B00005B0HA;3
B00005B17M;1
B00005B1FF;4
B00005B1FK;3
B00005B35V;1
B00005B37P;1
B00005B45Y;4
B00005B472;2
B00005B47D;1
B00005B5CD;15
B00005B5M9;2
B00005B6AG;1
B00005B6FV;2
B00005B6K5;3
B00005B6K7;27
B00005B6RP;4
B00005B6RQ;3
B00005B6RU;1
B00005B7GY;1
B00005B9DZ;6
B00005B9LG;2
B00005B9RF;2
B00005B9T2;4
B00005BACU;8
B00005BCI0;2
B00005BF2A;4
B00005BGIC;2
B00005BGT1;2
B00005BI20;1
B00005BI3J;1
B00005BI4Z;1
B00005BIZL;1
B00005BJCL;1
B00005CBWG;1
B00005CC51;3
B00005CCB9;3
B00005CCZ0;6
B00005CF64;1
B00005CF67;1
B00005COXK;1
B00005COYD;1
B00005EBJG;101
B00005EBJH;2
B00005EBLL;2
B00005EBLQ;1
B00005EBOM;4
B00005FMLF;1
B00005G7AY;1
B00005GKBC;1
B00005GWGX;1
B00005HMR5;1
B00005IAHM;4
B00005IAHZ;1
B00005IB5D;6
B00005IB9O;1
B00005IBIG;1
B00005ICJ7;3
B00005IX2H;1
B00005J3ZN;1
B00005J71B;1
B00005J727;1
B00005J72N;2
B00005J7GN;4
B00005J7I2;3
B00005J9M9;2
B00005JA1N;2
B00005JD89;4
B00005JG56;2
B00005JG89;1
B00005JGJ3;2
B00005JHWQ;5
B00005JHWR;3
B00005JHZ2;1
B00005JIHY;2
B00005JIZF;4
B00005JJ3W;1
B00005JJ44;2
B00005JSJG;1
B00005JSUO;2
B00005JYAD;1
B00005JYC9;6
B00005K2BY;1
B00005K3P6;1
B00005K3PN;4
B00005K8EB;3
B00005K9CH;5
B00005K9CI;9
B00005K9DV;3
B00005K9DW;12
B00005K9DX;2
B00005K9SD;10
B00005K9SG;3
B00005K9U2;1
B00005KA2K;4
B00005KAUG;1
B00005KAVK;1
B00005KAVM;1
B00005KB4N;4
B00005KB5C;1
B00005KBCW;1
B00005KBJK;5
B00005KBQM;1
B00005KBQU;14
B00005KCLM;2
B00005KFV4;1
B00005KFYO;1
B00005KFYV;9
B00005KG6Q;3
B00005KIY3;2
B00005KJ1Y;9
B00005KJJA;3
B00005L92I;1
B00005L94U;1
B00005L97J;1
B00005L9BO;5
B00005LABZ;5
B00005LAO6;7
B00005LBZG;7
B00005LC00;1
B00005LC3C;4
B00005LDI1;5
B00005LF2R;1
B00005LF2W;2
B00005LNIL;6
B00005LORK;2
B00005LP7V;1
B00005LPRE;2
B00005LPYJ;2
B00005LQ26;1
B00005LQNH;1
B00005LQU2;5
B00005LVZV;3
B00005LZQ6;1
B00005LZQL;1
B00005LZVA;1
B00005M0LC;1
B00005M66N;1
B00005M6BP;1
B00005M6BW;1
B00005MAV2;1
B00005MCY1;2
B00005ME2G;1
B00005MEV8;2
B00005MIYA;1
B00005MJW0;3
B00005ML71;139
B00005MLLL;1
B00005MLXU;2
B00005MMGP;1
B00005MNFI;4
B00005MNIW;5
B00005MNK6;1
B00005MO3W;2
B00005MO9L;2
B00005MO9O;3
B00005MO9V;1
B00005MO9Y;1
B00005MOA0;3
B00005MOA6;1
B00005MOC8;5
B00005MOCV;2
B00005N4OO;1
B00005N6LW;1
B00005N6M1;3
B00005N84S;1
B00005N85W;3
B00005N8E1;1
B00005N8NE;1
B00005N8UY;1
B00005N8X0;2
B00005N9GQ;2
B00005N9I1;2
B00005NBSU;1
B00005NBSY;1
B00005NCJC;2
B00005NCYC;2
B00005NDF5;3
B00005NDWX;1
B00005NEQH;3
B00005NEZV;2
B00005NEZW;1
B00005NF8G;1
B00005NFWA;6
B00005NG3T;1
B00005NG3V;2
B00005NG43;1
B00005NG5I;1
B00005NGPR;5
B00005NGQW;1
B00005NGQY;1
B00005NGYY;1
B00005NHK9;1
B00005NI6E;6
B00005NI89;1
B00005NIF8;3
B00005NKRM;7
B00005NMVO;1
B00005NNDU;1
B00005NNIS;1
B00005NOVO;1
B00005NPJ3;4
B00005NPJB;2
B00005NQIT;1
B00005NQLF;8
B00005NSW6;2
B00005NSXH;4
B00005NT30;2
B00005NT39;2
B00005NT3Q;1
B00005NTGJ;14
B00005NTSR;1
B00005NU3X;1
B00005NUOO;3
B00005NUPL;3
B00005NUTG;5
B00005NVG8;1
B00005NW73;2
B00005NWO5;2
B00005NY41;4
B00005NY44;2
B00005NYBR;2
B00005NZDD;6
B00005NZDF;7
B00005NZZ7;2
B00005O0PV;3
B00005O6HI;13
B00005O7RP;1
B00005O7SS;8
B00005O7Z1;1
B00005O84C;1
B00005O84G;1
B00005OAJ4;1
B00005OBR7;1
B00005OBRA;3
B00005OBRY;2
B00005OBZ2;1
B00005OL4U;69
B00005OL8G;2
B00005OLC3;10
B00005ONP2;5
B00005OQMU;4
B00005OQMY;7
B00005OR3X;5
B00005OR5Q;4
B00005OTEL;4
B00005OW5Z;11
B00005OWCU;15
B00005OWJH;9
B00005PJCM;3
B00005PJE9;1
B00005PJIQ;2
B00005Q2X8;3
B00005Q33V;3
B00005Q3J1;1
B00005Q3JB;1
B00005Q44X;1
B00005Q4AB;1
B00005Q5JG;4
B00005Q5LN;3
B00005Q5X6;2
B00005Q638;1
B00005Q63A;2
B00005Q6HP;2
B00005Q6L0;1
B00005Q6L4;1
B00005Q6L6;5
B00005Q6MJ;1
B00005Q6NW;2
B00005Q6OE;1
B00005Q6TM;1
B00005Q7IQ;3
B00005QAHB;5
B00005QAJL;1
B00005QAJW;2
B00005QAK6;1
B00005QAK9;1
B00005QAKN;1
B00005QBI8;1
B00005QBV2;10
B00005QBVB;2
B00005QC5K;2
B00005QC5O;2
B00005QCHB;1
B00005QD4U;1
B00005QD8M;1
B00005QE51;1
B00005QF3H;2
B00005QF3I;1
